Average Academic score(%),Hours working per day,hackathons,coding skills rating,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Suggested Job Role
73.14285714,7,3,3,yes,no,yes,python,testing,no,hacking,Business process analyst,job,Product based,yes,yes,Encyclopedias,Technical,hard worker,yes,Business Intelligence Analyst
73,11,6,7,no,no,no,shell programming,hacking,yes,IOT,system developer,job,Web Services,yes,yes,Poetry,Management,smart worker,yes,Database Developer
85.42857143,7,5,6,yes,yes,no,information security,game development,yes,Software Engineering,Business process analyst,job,Testing and Maintainance Services,yes,no,Trilogy,Management,smart worker,no,Systems Security Administrator
81.42857143,10,1,6,yes,no,no,machine learning,testing,no,networks,testing,job,Product based,no,yes,Travel,Technical,smart worker,no,Information Technology Manager
82.85714286,4,4,4,no,yes,yes,python,web technologies,yes,parallel computing,Business process analyst,higherstudies,Finance,yes,yes,Science,Management,smart worker,yes,Project Manager
76.42857143,6,1,8,no,yes,yes,shell programming,web technologies,yes,networks,Business process analyst,higherstudies,Web Services,no,no,Guide,Technical,hard worker,yes,CRM Business Analyst
74.85714286,8,5,1,no,no,yes,full stack,data science,no,data engineering,Business process analyst,higherstudies,Cloud Services,no,no,Science,Technical,smart worker,yes,CRM Business Analyst
69.71428571,10,1,2,no,no,no,machine learning,system designing,yes,cloud computing,testing,higherstudies,BPA,yes,no,Health,Technical,smart worker,no,E-Commerce Analyst
83.85714286,5,1,8,yes,no,no,distro making,web technologies,yes,programming,security,job,Cloud Services,yes,yes,Romance,Management,hard worker,yes,UX Designer
78.42857143,5,2,5,yes,yes,no,r programming,hacking,no,programming,cloud computing,higherstudies,Testing and Maintainance Services,yes,yes,Fantasy,Technical,hard worker,yes,Business Intelligence Analyst
86.71428571,4,3,6,no,yes,yes,app development,game development,no,IOT,system developer,higherstudies,Sales and Marketing,no,no,Mystery,Management,hard worker,no,Quality Assurance Associate
71.57142857,9,2,6,yes,yes,no,r programming,database security,yes,Software Engineering,security,higherstudies,BPA,yes,no,Childrens,Technical,hard worker,yes,Mobile Applications Developer
77,7,1,4,yes,yes,no,distro making,database security,no,IOT,security,higherstudies,Finance,no,yes,Self help,Technical,smart worker,yes,Quality Assurance Associate
71,10,6,9,no,no,no,information security,system designing,no,IOT,cloud computing,job,Web Services,no,yes,Health,Technical,hard worker,yes,CRM Technical Developer
76.42857143,6,3,8,yes,no,no,hadoop,testing,no,parallel computing,cloud computing,higherstudies,BPA,yes,no,Drama,Management,hard worker,no,Database Manager
77.14285714,5,6,8,no,yes,no,machine learning,hacking,no,data engineering,system developer,job,Finance,no,no,Travel,Technical,hard worker,no,Software Quality Assurance (QA) / Testing
72.71428571,9,3,8,no,yes,no,distro making,hacking,no,data engineering,testing,higherstudies,Product based,yes,no,Fantasy,Technical,hard worker,yes,Quality Assurance Associate
85.85714286,4,3,1,yes,no,no,information security,database security,no,Software Engineering,Business process analyst,higherstudies,SAaS services,yes,no,Guide,Management,smart worker,yes,Design & UX
74,5,3,9,no,yes,no,machine learning,testing,yes,cloud computing,security,higherstudies,product development,no,yes,Action and Adventure,Management,smart worker,yes,Network Security Administrator
72.28571429,4,3,1,no,no,no,hadoop,web technologies,no,Computer Architecture,cloud computing,higherstudies,BPA,yes,no,Health,Management,smart worker,no,Business Systems Analyst
75,8,6,5,yes,no,yes,hadoop,cloud computing,yes,programming,system developer,job,BPA,yes,no,Series,Technical,smart worker,yes,Information Technology Auditor
82.28571429,10,4,9,yes,yes,no,information security,hacking,yes,cloud computing,cloud computing,higherstudies,Testing and Maintainance Services,yes,yes,Math,Technical,hard worker,no,Network Engineer
72.71428571,7,0,1,no,no,yes,hadoop,data science,yes,Software Engineering,developer,job,Service Based,no,no,History,Technical,smart worker,no,Business Intelligence Analyst
85.28571429,10,3,5,no,yes,yes,python,hacking,no,Computer Architecture,testing,job,Sales and Marketing,no,no,Dictionaries,Technical,hard worker,no,Database Administrator
80.28571429,8,3,2,yes,yes,yes,shell programming,system designing,yes,programming,developer,job,Finance,yes,yes,Autobiographies,Technical,smart worker,no,UX Designer
77.57142857,4,5,1,no,no,no,python,web technologies,no,data engineering,Business process analyst,higherstudies,BPA,no,no,Travel,Technical,hard worker,no,Information Security Analyst
74.57142857,5,2,5,yes,yes,no,information security,game development,no,cloud computing,security,job,BPA,no,yes,Self help,Technical,smart worker,no,Mobile Applications Developer
75,12,1,2,yes,no,yes,app development,data science,yes,hacking,security,higherstudies,Testing and Maintainance Services,no,yes,Religion-Spirituality,Technical,smart worker,yes,Business Systems Analyst
77.14285714,6,3,7,no,yes,yes,app development,game development,no,parallel computing,security,higherstudies,Service Based,no,no,Science fiction,Technical,smart worker,yes,Network Security Engineer
75.71428571,5,2,3,no,no,no,r programming,testing,no,Management,developer,job,Cloud Services,yes,no,Action and Adventure,Management,smart worker,no,Database Manager
71.57142857,8,6,7,no,yes,yes,distro making,web technologies,no,Software Engineering,security,job,Product based,no,yes,Self help,Technical,smart worker,yes,Technical Services/Help Desk/Tech Support
77.71428571,5,2,7,no,no,yes,app development,database security,yes,networks,cloud computing,higherstudies,Testing and Maintainance Services,yes,yes,Mystery,Technical,smart worker,no,Data Architect
79.42857143,9,1,8,no,yes,yes,app development,database security,yes,cloud computing,Business process analyst,higherstudies,Web Services,no,yes,Journals,Management,smart worker,yes,Software Systems Engineer
72.28571429,5,4,7,yes,no,yes,shell programming,cloud computing,no,IOT,developer,job,Service Based,yes,yes,Diaries,Technical,smart worker,no,Design & UX
72.14285714,11,0,6,yes,yes,yes,app development,hacking,no,Computer Architecture,security,job,Service Based,yes,no,Autobiographies,Management,hard worker,yes,Software Quality Assurance (QA) / Testing
75.71428571,7,6,9,no,no,no,app development,testing,yes,programming,security,job,Web Services,yes,yes,Travel,Management,hard worker,no,Programmer Analyst
76,7,6,4,yes,no,yes,shell programming,game development,no,Management,system developer,job,Finance,no,yes,Science fiction,Technical,hard worker,yes,Portal Administrator
72.85714286,6,1,8,yes,yes,yes,full stack,testing,no,Software Engineering,system developer,job,product development,yes,no,Art,Management,hard worker,yes,Network Security Administrator
76.85714286,8,1,1,yes,yes,no,python,cloud computing,no,parallel computing,developer,higherstudies,Product based,yes,yes,History,Management,hard worker,no,Software Developer
78,8,4,6,yes,yes,no,information security,testing,no,data engineering,developer,job,Finance,yes,yes,Mystery,Technical,smart worker,no,UX Designer
70.85714286,12,3,2,yes,no,yes,full stack,game development,no,IOT,security,higherstudies,Finance,no,yes,Travel,Technical,smart worker,yes,Applications Developer
76,5,5,3,no,yes,no,r programming,system designing,no,IOT,Business process analyst,higherstudies,SAaS services,no,no,Science fiction,Technical,smart worker,yes,Information Security Analyst
71.71428571,8,3,2,no,no,no,hadoop,hacking,no,programming,system developer,higherstudies,Sales and Marketing,no,yes,Health,Technical,hard worker,no,Systems Security Administrator
77.57142857,11,0,3,yes,no,no,full stack,data science,no,data engineering,system developer,higherstudies,Testing and Maintainance Services,no,yes,Anthology,Technical,hard worker,yes,Network Security Administrator
76.71428571,11,1,6,yes,yes,no,r programming,cloud computing,yes,Management,system developer,higherstudies,Testing and Maintainance Services,no,yes,Math,Technical,smart worker,no,Portal Administrator
75,6,3,7,yes,yes,yes,hadoop,data science,yes,parallel computing,developer,higherstudies,Product based,yes,no,Mystery,Technical,smart worker,no,Business Systems Analyst
81.71428571,4,6,3,yes,no,yes,python,system designing,yes,Computer Architecture,testing,higherstudies,Service Based,no,yes,Anthology,Technical,hard worker,yes,Data Architect
76.71428571,9,1,1,no,no,yes,information security,database security,no,Software Engineering,developer,higherstudies,Web Services,yes,yes,Mystery,Technical,hard worker,no,Mobile Applications Developer
77,11,5,8,yes,yes,yes,hadoop,system designing,yes,Management,cloud computing,higherstudies,Product based,no,yes,Romance,Management,hard worker,yes,Database Manager
72.42857143,11,3,7,yes,no,yes,shell programming,game development,yes,Software Engineering,Business process analyst,job,SAaS services,no,yes,History,Management,hard worker,yes,Programmer Analyst
73.14285714,11,4,8,yes,no,yes,machine learning,hacking,yes,networks,cloud computing,job,Service Based,yes,no,Fantasy,Technical,hard worker,no,Systems Security Administrator
76.57142857,10,3,7,yes,yes,yes,information security,cloud computing,yes,Computer Architecture,testing,higherstudies,SAaS services,no,yes,Religion-Spirituality,Technical,hard worker,no,Database Manager
74.85714286,12,1,2,no,yes,yes,machine learning,game development,no,cloud computing,cloud computing,higherstudies,SAaS services,no,no,Dictionaries,Technical,hard worker,yes,Database Administrator
76.85714286,10,2,9,yes,yes,yes,full stack,testing,no,hacking,developer,higherstudies,BPA,no,no,Childrens,Technical,hard worker,no,Software Engineer
78,11,3,8,yes,no,no,r programming,web technologies,no,Software Engineering,testing,job,BPA,yes,yes,Fantasy,Management,smart worker,no,Network Security Engineer
77.57142857,11,3,9,yes,no,yes,r programming,hacking,no,data engineering,testing,higherstudies,Cloud Services,yes,yes,Autobiographies,Technical,hard worker,yes,Database Developer
74,9,1,1,no,yes,yes,machine learning,cloud computing,yes,programming,Business process analyst,job,Web Services,no,no,Guide,Technical,hard worker,yes,Business Systems Analyst
75.71428571,8,1,8,no,yes,yes,hadoop,database security,yes,data engineering,system developer,job,BPA,yes,no,Science,Technical,smart worker,no,Mobile Applications Developer
85.28571429,5,4,6,no,no,yes,shell programming,testing,yes,data engineering,developer,higherstudies,Testing and Maintainance Services,no,no,Cookbooks,Technical,hard worker,yes,Information Security Analyst
76.14285714,11,6,4,no,no,no,distro making,hacking,yes,Management,security,job,Web Services,no,yes,Mystery,Technical,smart worker,no,Software Engineer
77.85714286,4,0,9,yes,yes,yes,hadoop,data science,yes,Computer Architecture,testing,higherstudies,Service Based,no,no,Fantasy,Management,smart worker,no,Software Engineer
68.28571429,12,1,8,no,no,yes,shell programming,game development,no,cloud computing,system developer,job,Service Based,no,yes,Science,Management,hard worker,no,Mobile Applications Developer
81.42857143,11,6,9,no,no,no,r programming,system designing,no,Computer Architecture,Business process analyst,job,Testing and Maintainance Services,no,yes,Science fiction,Management,smart worker,yes,Business Systems Analyst
76.28571429,11,2,9,yes,yes,yes,app development,testing,yes,hacking,system developer,higherstudies,Product based,yes,no,Horror,Technical,smart worker,yes,Software Quality Assurance (QA) / Testing
78.57142857,8,5,7,yes,yes,yes,r programming,game development,yes,hacking,testing,job,Finance,no,no,Series,Technical,hard worker,yes,Technical Engineer
76.28571429,12,4,6,no,no,no,r programming,data science,no,networks,Business process analyst,higherstudies,Service Based,no,no,Mystery,Technical,hard worker,yes,Technical Engineer
74.71428571,8,4,7,no,no,no,full stack,system designing,yes,cloud computing,testing,higherstudies,SAaS services,no,yes,Health,Technical,hard worker,yes,Quality Assurance Associate
77.85714286,11,5,9,no,no,no,shell programming,hacking,no,data engineering,cloud computing,higherstudies,Product based,no,yes,Poetry,Management,hard worker,no,Software Quality Assurance (QA) / Testing
74.28571429,10,3,3,yes,yes,no,information security,game development,yes,IOT,security,higherstudies,Product based,yes,no,Health,Technical,smart worker,no,Software Developer
80.14285714,11,3,4,no,no,yes,distro making,testing,yes,data engineering,system developer,job,Web Services,yes,no,Fantasy,Technical,hard worker,no,Solutions Architect
74.71428571,11,4,6,no,no,yes,python,system designing,yes,Computer Architecture,testing,higherstudies,Web Services,yes,no,Autobiographies,Technical,smart worker,yes,Web Developer
69.28571429,7,2,8,yes,yes,no,r programming,data science,yes,hacking,security,higherstudies,Testing and Maintainance Services,yes,yes,Guide,Technical,smart worker,yes,Software Developer
77.28571429,12,5,1,yes,no,no,app development,hacking,no,Software Engineering,security,job,Product based,yes,no,Series,Management,hard worker,no,Systems Security Administrator
74.42857143,7,5,3,yes,yes,no,distro making,game development,no,Computer Architecture,Business process analyst,job,SAaS services,no,yes,Trilogy,Management,hard worker,yes,Quality Assurance Associate
84.14285714,9,4,2,yes,yes,no,app development,data science,yes,IOT,cloud computing,job,SAaS services,yes,no,Science,Management,smart worker,yes,Technical Services/Help Desk/Tech Support
79.85714286,6,3,7,no,no,yes,full stack,database security,no,Management,developer,higherstudies,Finance,yes,yes,Religion-Spirituality,Management,smart worker,no,Solutions Architect
79.85714286,10,3,7,yes,no,yes,app development,testing,yes,networks,Business process analyst,higherstudies,SAaS services,no,no,Self help,Management,hard worker,yes,Design & UX
83.57142857,11,2,8,no,yes,yes,information security,hacking,no,IOT,system developer,job,SAaS services,no,yes,Diaries,Technical,hard worker,no,Project Manager
75.42857143,4,2,9,no,yes,no,machine learning,database security,no,data engineering,Business process analyst,higherstudies,Testing and Maintainance Services,no,no,Science fiction,Technical,hard worker,yes,Systems Analyst
77,9,5,5,yes,no,no,python,system designing,yes,networks,cloud computing,job,Product based,no,yes,Cookbooks,Management,hard worker,yes,Information Technology Manager
76,5,2,3,yes,no,yes,shell programming,game development,no,Computer Architecture,Business process analyst,job,Testing and Maintainance Services,no,yes,Science fiction,Management,smart worker,no,Network Engineer
77.71428571,8,0,7,yes,yes,yes,hadoop,data science,yes,Software Engineering,Business process analyst,higherstudies,Product based,yes,no,Trilogy,Management,smart worker,yes,Database Developer
75,5,0,4,yes,no,no,information security,hacking,no,cloud computing,system developer,job,Cloud Services,yes,no,Encyclopedias,Management,smart worker,no,Database Administrator
78.42857143,4,5,7,no,yes,yes,app development,testing,no,cloud computing,testing,higherstudies,Product based,no,yes,Series,Management,smart worker,no,Technical Support
77.14285714,12,4,7,yes,yes,no,app development,hacking,no,hacking,system developer,higherstudies,Sales and Marketing,no,yes,Fantasy,Management,hard worker,yes,Mobile Applications Developer
76.42857143,10,5,2,yes,no,yes,full stack,testing,no,Software Engineering,system developer,job,Service Based,yes,no,Religion-Spirituality,Technical,smart worker,yes,Solutions Architect
70.85714286,4,4,8,no,yes,no,information security,database security,no,parallel computing,security,job,product development,no,yes,Guide,Management,hard worker,no,Business Intelligence Analyst
81.85714286,9,5,7,yes,no,no,information security,database security,no,networks,system developer,job,BPA,no,no,Art,Management,smart worker,yes,Portal Administrator
77.28571429,12,5,5,yes,yes,no,hadoop,system designing,no,IOT,testing,job,Service Based,yes,yes,Encyclopedias,Management,smart worker,yes,Programmer Analyst
78.14285714,10,6,7,yes,no,yes,machine learning,game development,yes,data engineering,testing,job,BPA,yes,no,Art,Technical,hard worker,yes,Software Quality Assurance (QA) / Testing
80,12,3,2,yes,no,no,machine learning,game development,yes,IOT,cloud computing,job,SAaS services,yes,yes,Science,Technical,smart worker,yes,Business Intelligence Analyst
74,4,0,4,no,no,no,hadoop,system designing,yes,programming,cloud computing,job,Web Services,no,no,Prayer books,Management,smart worker,yes,Network Security Administrator
77.42857143,12,3,4,no,no,yes,information security,game development,yes,Management,developer,higherstudies,product development,yes,no,Mystery,Management,smart worker,no,Software Quality Assurance (QA) / Testing
75.71428571,6,2,5,no,yes,yes,hadoop,cloud computing,yes,parallel computing,security,job,Product based,yes,no,Comics,Management,hard worker,no,Information Security Analyst
80.14285714,5,6,1,no,yes,yes,hadoop,cloud computing,no,parallel computing,system developer,job,Sales and Marketing,no,yes,Religion-Spirituality,Management,hard worker,no,Mobile Applications Developer
76.57142857,6,6,8,yes,yes,yes,machine learning,cloud computing,yes,Computer Architecture,security,higherstudies,Sales and Marketing,no,no,Religion-Spirituality,Management,hard worker,no,Technical Support
81.71428571,12,2,5,yes,no,yes,app development,hacking,no,cloud computing,developer,higherstudies,BPA,no,yes,Comics,Technical,smart worker,yes,Mobile Applications Developer
78.14285714,5,1,5,yes,no,no,full stack,cloud computing,yes,hacking,developer,job,Service Based,no,no,Action and Adventure,Technical,hard worker,no,Technical Services/Help Desk/Tech Support
72.42857143,8,5,1,yes,no,no,app development,system designing,yes,Management,testing,job,Product based,no,no,Encyclopedias,Technical,smart worker,yes,Network Engineer
77.71428571,8,1,1,yes,no,yes,hadoop,data science,yes,IOT,testing,job,Web Services,no,yes,Self help,Technical,smart worker,no,Programmer Analyst
73.14285714,4,2,9,no,yes,no,shell programming,game development,no,networks,developer,job,BPA,no,yes,Romance,Technical,hard worker,yes,CRM Business Analyst
77.42857143,12,0,2,yes,no,no,full stack,data science,no,data engineering,cloud computing,higherstudies,Finance,yes,no,Fantasy,Technical,smart worker,yes,Information Security Analyst
78.57142857,7,4,4,yes,no,yes,hadoop,database security,yes,IOT,cloud computing,higherstudies,Testing and Maintainance Services,yes,yes,Self help,Management,hard worker,yes,Data Architect
78,7,4,6,no,no,no,app development,cloud computing,yes,Management,system developer,job,Finance,no,yes,Dictionaries,Technical,hard worker,no,Software Developer
66,7,4,5,no,yes,yes,app development,testing,no,Management,security,higherstudies,Product based,no,yes,Comics,Technical,hard worker,yes,Applications Developer
72.42857143,12,4,2,no,yes,no,information security,database security,no,networks,cloud computing,higherstudies,Service Based,no,no,Guide,Technical,hard worker,no,Software Quality Assurance (QA) / Testing
70.42857143,11,4,5,yes,yes,no,full stack,data science,yes,cloud computing,cloud computing,job,Product based,yes,yes,Journals,Management,smart worker,no,Database Administrator
73,8,1,1,yes,yes,yes,shell programming,web technologies,no,data engineering,system developer,higherstudies,Web Services,yes,yes,Self help,Management,smart worker,no,Database Manager
81.42857143,10,4,9,no,yes,yes,python,system designing,no,parallel computing,system developer,higherstudies,Cloud Services,no,yes,Series,Management,smart worker,no,Network Security Administrator
81.71428571,11,5,2,yes,no,yes,python,testing,yes,IOT,cloud computing,job,Product based,yes,no,Science,Management,smart worker,no,Solutions Architect
77.28571429,12,4,9,yes,no,yes,app development,hacking,yes,Management,testing,job,Service Based,yes,no,Science fiction,Technical,hard worker,no,CRM Technical Developer
76,8,4,9,no,yes,yes,machine learning,cloud computing,no,hacking,Business process analyst,higherstudies,Service Based,no,yes,Self help,Management,smart worker,no,Software Engineer
72.57142857,9,1,2,no,no,yes,shell programming,game development,yes,IOT,security,job,Finance,no,yes,Series,Technical,hard worker,no,Network Security Engineer
79.42857143,5,6,6,no,yes,no,information security,cloud computing,no,Management,security,job,Cloud Services,yes,yes,Mystery,Technical,hard worker,no,Software Developer
82.85714286,4,1,7,no,no,yes,hadoop,web technologies,no,IOT,system developer,job,BPA,no,yes,Prayer books,Management,hard worker,yes,Database Developer
77.71428571,5,5,6,yes,no,no,information security,system designing,yes,data engineering,security,job,Testing and Maintainance Services,no,yes,Art,Management,hard worker,no,Software Engineer
75.57142857,7,0,2,no,no,yes,python,cloud computing,yes,data engineering,Business process analyst,job,Product based,yes,yes,Biographies,Technical,hard worker,no,Programmer Analyst
72.14285714,6,5,2,no,yes,no,information security,testing,no,IOT,developer,higherstudies,SAaS services,yes,yes,Horror,Technical,smart worker,no,Database Administrator
77.71428571,12,2,1,no,no,no,full stack,web technologies,no,IOT,Business process analyst,job,Testing and Maintainance Services,yes,no,Travel,Technical,hard worker,no,Software Developer
74.42857143,9,4,1,no,no,no,shell programming,database security,yes,parallel computing,Business process analyst,higherstudies,Cloud Services,yes,yes,Satire,Management,hard worker,no,Systems Analyst
80.28571429,9,3,7,yes,no,no,full stack,system designing,no,IOT,cloud computing,job,Testing and Maintainance Services,yes,no,Math,Technical,hard worker,no,Systems Security Administrator
78.42857143,8,6,9,yes,yes,yes,python,web technologies,yes,hacking,security,higherstudies,Sales and Marketing,no,no,Poetry,Technical,smart worker,no,Project Manager
79.42857143,6,2,3,no,no,no,full stack,hacking,yes,Software Engineering,Business process analyst,job,Finance,no,no,Health,Management,smart worker,no,Information Technology Auditor
81.71428571,12,1,5,no,yes,no,app development,data science,no,networks,Business process analyst,higherstudies,Service Based,yes,yes,Autobiographies,Management,smart worker,no,Software Quality Assurance (QA) / Testing
80.71428571,6,5,8,yes,yes,yes,distro making,cloud computing,yes,Software Engineering,security,job,Product based,no,no,Encyclopedias,Technical,hard worker,yes,Web Developer
77.57142857,10,2,3,no,no,yes,python,cloud computing,no,cloud computing,system developer,higherstudies,Cloud Services,yes,yes,Cookbooks,Technical,hard worker,no,Quality Assurance Associate
68.85714286,10,0,3,yes,yes,yes,app development,database security,no,data engineering,security,job,Sales and Marketing,yes,yes,Art,Management,hard worker,yes,Business Intelligence Analyst
78.42857143,9,4,7,no,no,no,shell programming,game development,no,Management,cloud computing,higherstudies,product development,no,no,Guide,Technical,smart worker,no,CRM Business Analyst
75.71428571,7,6,9,yes,yes,no,python,cloud computing,yes,Software Engineering,system developer,higherstudies,Testing and Maintainance Services,no,yes,Anthology,Technical,hard worker,no,Programmer Analyst
78.42857143,6,3,9,yes,no,yes,hadoop,game development,no,Computer Architecture,cloud computing,job,Web Services,yes,no,Guide,Technical,hard worker,yes,Technical Support
82.85714286,7,4,9,yes,yes,yes,app development,data science,yes,Management,cloud computing,job,Product based,yes,yes,Travel,Management,hard worker,yes,Data Architect
74.71428571,8,1,6,no,yes,no,app development,testing,yes,programming,developer,job,Web Services,yes,yes,Art,Management,hard worker,no,Technical Services/Help Desk/Tech Support
75,8,3,4,yes,yes,yes,machine learning,game development,yes,programming,developer,higherstudies,SAaS services,yes,no,Mystery,Management,smart worker,no,Systems Security Administrator
72.71428571,6,5,1,no,yes,yes,machine learning,system designing,yes,cloud computing,testing,higherstudies,Service Based,yes,yes,Horror,Management,hard worker,no,Web Developer
75,5,3,1,no,yes,no,python,web technologies,yes,programming,testing,higherstudies,SAaS services,no,no,Self help,Technical,hard worker,yes,Data Architect
77.57142857,10,3,8,no,yes,no,machine learning,game development,no,parallel computing,Business process analyst,higherstudies,Product based,no,yes,Math,Management,hard worker,no,Business Systems Analyst
76.57142857,5,2,4,no,no,no,python,data science,yes,cloud computing,system developer,higherstudies,Service Based,no,yes,Health,Technical,hard worker,yes,CRM Technical Developer
72.71428571,7,4,3,yes,no,no,hadoop,data science,yes,cloud computing,cloud computing,job,Finance,no,yes,Health,Technical,smart worker,yes,Project Manager
78.28571429,6,4,5,no,no,yes,distro making,game development,yes,Management,security,higherstudies,Finance,yes,no,Math,Technical,hard worker,no,UX Designer
78.85714286,6,4,4,yes,yes,yes,full stack,cloud computing,no,hacking,cloud computing,higherstudies,SAaS services,yes,yes,Poetry,Technical,smart worker,no,Programmer Analyst
77.57142857,8,1,5,yes,yes,no,shell programming,web technologies,yes,data engineering,security,job,BPA,yes,no,Mystery,Technical,smart worker,yes,Database Manager
69.42857143,7,0,3,no,no,yes,distro making,cloud computing,no,parallel computing,developer,higherstudies,Web Services,yes,no,Horror,Technical,hard worker,no,Solutions Architect
82.57142857,6,1,3,no,no,no,information security,hacking,yes,programming,system developer,higherstudies,Sales and Marketing,no,yes,Romance,Management,smart worker,yes,Network Security Administrator
74.28571429,8,1,8,no,no,yes,full stack,system designing,yes,Software Engineering,testing,higherstudies,Service Based,yes,yes,Series,Management,hard worker,yes,Network Security Administrator
76.14285714,8,4,5,no,yes,yes,hadoop,database security,yes,Software Engineering,testing,higherstudies,Product based,no,no,Guide,Technical,hard worker,yes,Database Manager
75.71428571,10,6,7,yes,no,yes,machine learning,cloud computing,yes,programming,developer,job,Product based,no,no,Science fiction,Management,hard worker,yes,Systems Analyst
68.14285714,7,6,8,yes,no,no,python,game development,yes,hacking,Business process analyst,higherstudies,BPA,yes,yes,Autobiographies,Management,smart worker,no,Network Security Engineer
74.71428571,11,5,9,no,yes,yes,machine learning,cloud computing,no,Software Engineering,developer,job,Product based,no,no,Satire,Management,smart worker,yes,Business Intelligence Analyst
77.71428571,7,3,6,yes,no,yes,distro making,cloud computing,no,Management,Business process analyst,job,BPA,yes,yes,Math,Management,hard worker,yes,Mobile Applications Developer
78,6,2,8,yes,yes,no,hadoop,game development,yes,cloud computing,security,higherstudies,product development,no,no,Mystery,Technical,hard worker,yes,Software Quality Assurance (QA) / Testing
82.85714286,11,0,5,no,no,yes,machine learning,game development,yes,programming,cloud computing,higherstudies,Web Services,no,no,Art,Technical,hard worker,yes,Database Administrator
78,7,5,8,yes,yes,yes,machine learning,game development,no,data engineering,security,job,Sales and Marketing,yes,no,Health,Management,hard worker,yes,Software Systems Engineer
72.85714286,6,0,6,no,yes,no,r programming,database security,no,Computer Architecture,Business process analyst,higherstudies,Product based,no,yes,Autobiographies,Management,smart worker,no,Design & UX
76.28571429,5,3,3,yes,yes,yes,shell programming,web technologies,yes,programming,Business process analyst,higherstudies,Service Based,no,no,Guide,Technical,hard worker,no,E-Commerce Analyst
71.57142857,8,5,1,no,no,yes,distro making,testing,no,data engineering,developer,higherstudies,Cloud Services,no,no,Satire,Management,smart worker,yes,Information Security Analyst
75.85714286,11,0,4,no,yes,no,machine learning,cloud computing,no,IOT,developer,higherstudies,BPA,yes,no,Cookbooks,Management,hard worker,yes,Software Developer
77,6,2,4,no,no,no,distro making,web technologies,yes,programming,security,higherstudies,Web Services,yes,no,Comics,Technical,hard worker,no,Data Architect
77,8,2,8,yes,no,yes,app development,system designing,yes,Computer Architecture,developer,job,Cloud Services,yes,yes,Series,Technical,hard worker,no,Design & UX
76.71428571,7,0,7,yes,no,no,r programming,web technologies,yes,data engineering,cloud computing,higherstudies,BPA,yes,no,Guide,Management,smart worker,yes,Applications Developer
81.57142857,11,5,7,yes,no,yes,information security,hacking,yes,parallel computing,cloud computing,job,Testing and Maintainance Services,yes,yes,Cookbooks,Technical,hard worker,yes,Information Technology Manager
79.71428571,11,2,5,yes,yes,no,distro making,cloud computing,no,parallel computing,Business process analyst,higherstudies,Testing and Maintainance Services,no,yes,Childrens,Technical,hard worker,no,CRM Technical Developer
76.28571429,9,2,4,no,no,no,python,testing,yes,Software Engineering,security,job,product development,yes,no,Travel,Technical,hard worker,no,Information Technology Manager
74.71428571,4,2,1,yes,yes,yes,r programming,web technologies,yes,Computer Architecture,developer,job,Product based,yes,no,Action and Adventure,Technical,hard worker,yes,Software Systems Engineer
83.57142857,12,6,7,no,yes,yes,hadoop,web technologies,yes,data engineering,security,job,product development,yes,no,Action and Adventure,Management,smart worker,no,Software Quality Assurance (QA) / Testing
72.42857143,5,4,4,yes,no,no,distro making,system designing,yes,data engineering,system developer,higherstudies,Web Services,no,yes,Anthology,Technical,smart worker,no,Information Technology Auditor
71.71428571,6,1,4,yes,yes,yes,hadoop,database security,no,Software Engineering,security,higherstudies,BPA,no,yes,Horror,Management,hard worker,yes,Software Quality Assurance (QA) / Testing
71.71428571,11,3,6,no,no,no,r programming,data science,no,Management,testing,job,Product based,no,yes,Autobiographies,Technical,hard worker,no,CRM Business Analyst
80,4,4,9,no,yes,no,python,hacking,no,parallel computing,developer,higherstudies,Service Based,yes,no,Guide,Management,hard worker,yes,Data Architect
72.71428571,6,0,6,yes,no,no,full stack,system designing,no,data engineering,testing,higherstudies,BPA,no,no,History,Technical,smart worker,no,Software Systems Engineer
76,11,1,9,yes,yes,yes,machine learning,web technologies,yes,programming,cloud computing,job,Service Based,no,no,Dictionaries,Technical,hard worker,no,Software Engineer
75.14285714,9,0,5,yes,yes,yes,shell programming,data science,no,parallel computing,cloud computing,higherstudies,BPA,no,no,Religion-Spirituality,Technical,smart worker,yes,Information Security Analyst
75.42857143,9,3,9,no,no,yes,r programming,game development,no,programming,cloud computing,job,Sales and Marketing,no,no,Diaries,Management,hard worker,no,Software Developer
69.57142857,11,4,4,no,no,no,distro making,system designing,no,Computer Architecture,developer,job,SAaS services,yes,yes,Mystery,Management,smart worker,yes,Software Engineer
83.71428571,8,2,8,yes,yes,no,full stack,system designing,yes,programming,security,job,Service Based,yes,yes,Prayer books,Technical,hard worker,yes,Software Systems Engineer
83.14285714,10,3,8,yes,yes,no,information security,hacking,no,hacking,testing,job,Web Services,yes,no,Health,Technical,smart worker,yes,Database Administrator
78.42857143,11,6,7,no,no,no,shell programming,cloud computing,yes,cloud computing,system developer,higherstudies,SAaS services,no,no,Anthology,Technical,hard worker,yes,Technical Support
